5.08,0.27833,9.8319
5.12,0.30927,9.8442
5.16,0.35051,9.7922
5.2,0.38145,9.8262
5.24,0.38145,9.8392
5.28,0.38145,9.7748
5.32,0.38145,9.8042
5.36,0.38145,9.6395
5.4,0.38145,9.7841
5.44,0.38145,9.7864
5.48,0.40205,9.7793
5.52,0.51546,9.7714
5.56,0.55669,9.8332
5.6,0.55669,9.8672
5.64,0.5464,9.7975
5.68,0.5464,9.9705
5.72,0.5464,9.7421
5.76,0.63918,9.9875
5.8,0.67009,9.9096
5.84,0.68041,9.9156
5.88,0.68041,9.9605
5.92,0.72167,9.9067
5.96,0.7629,9.8166
6,0.7835,9.9447
6.04,0.83505,10.214
6.08,0.84536,10.551
6.12,0.84536,10.682
6.16,0.85568,10.704
6.2,0.87631,10.177
6.24,0.87631,9.7838
6.28,0.87631,9.7219
6.32,0.87631,9.6784
6.36,0.87631,9.6316
6.4,0.87631,9.9583
6.44,0.87631,9.8395
6.48,0.87631,9.8077
6.52,0.87631,9.7117
6.56,0.87631,9.6605
6.6,0.87631,9.5889
6.64,0.87631,9.4604
6.68,0.87631,9.7227
6.72,0.87631,9.8014
6.76,0.87631,9.8363
6.8,0.87631,9.5317
6.84,0.87631,9.7858
6.88,0.87631,9.506
6.92,0.87631,9.6704
6.96,0.88662,9.9319
7,1,9.7836
7.04,1,9.9964
7.08,1,10.442
7.12,1,10.877
7.16,1,10.752
7.2,1,10.733
7.24,1,10.749
7.28,1,10.575
7.32,1,10.616
7.36,1,10.534
7.4,1,10.447
7.44,1,10.376
7.48,1,10.153
7.52,1,10.202
7.56,1,10.124
7.6,1,10.182
7.64,1,10.244
7.68,1,10.322
7.72,1,10.274
7.76,1,10.173
7.8,1,10.174
7.84,1,10.095
7.88,1,10.117
7.92,1,10.111
7.96,1,9.9825
8,1,9.95
8.04,1,10.081
8.08,1,10.092
8.12,1,10.107
8.16,1,10.136
8.2,1,10.179
8.24,1,10.126
8.28,1,10.084
8.32,1,10.034
8.36,1,9.8776
8.4,1,9.9005
8.44,1,9.921
8.48,1,9.8981
8.52,1,9.9699
8.56,1,9.8692
8.6,1,9.8464
8.64,1,9.8243
8.68,1,9.6863
8.72,1,9.699
8.76,1,9.6675
8.8,1,9.6209
8.84,1,9.5894
8.88,1,9.5126
8.92,1,9.5364
8.96,1,9.6572
9,1,9.7705
9.04,1,9.7585
9.08,1,9.7538
9.12,1,9.7839
9.16,1,9.8501
9.2,1,9.7975
9.24,1,9.8308
9.28,1,9.8895
9.32,1,9.7916
9.36,1,9.876
9.4,1,9.9292
9.44,1,10.076
9.48,1,9.6763
9.52,1,9.7562
9.56,1,9.8391
9.6,1,9.9353
9.64,1,9.7719
9.68,1,9.7405
9.72,1,9.7276
9.76,1,9.8545
9.8,1,9.86
9.84,1,9.8914
9.88,1,9.925
9.92,1,9.821
9.96,1,9.8776
10,1,9.7473
10.04,1,9.8723
10.08,1,9.7616
10.12,1,9.9657
10.16,1,9.8026
10.2,1,9.7808
10.24,1,9.6362
10.28,1,9.6624
10.32,1,9.6177
10.36,1,9.5217
10.4,1,9.7239
10.44,1,9.5924
10.48,1,9.5933
10.52,1,9.4517
10.56,1,9.4361
10.6,1,9.4558
10.64,1,9.4381
10.68,1,9.5095
10.72,1,9.4913
10.76,1,9.3847
10.8,1,9.5254
10.84,1,9.5047
10.88,1,9.6118
10.92,1,9.5594
10.96,1,9.4521
11,1,9.6824
11.04,1,9.6714
11.08,1,9.6607
11.12,1,9.6104
11.16,1,9.9336
11.2,1,9.998
11.24,1,9.6349
11.28,1,9.8053
11.32,1,9.7238
11.36,1,9.9955
11.4,1,9.983
11.44,1,9.9925
11.48,1,10.005
11.52,1,9.9454
11.56,1,10.017
11.6,1,10.009
11.64,1,9.9983
11.68,1,10.092
11.72,1,10.072
11.76,1,10.13
11.8,1,10.095
11.84,1,10.086
11.88,1,10.087
11.92,1,10.042
11.96,1,10.153
12,1,10.137
12.04,1,10.029
12.08,1,9.9997
12.12,1,9.9497
12.16,1,10.061
12.2,1,10.084
12.24,1,10.044
12.28,1,10.095
12.32,1,10.069
12.36,1,10.142
12.4,1,10.141
12.44,1,10.166
12.48,1,10.068
12.52,1,10.005
12.56,1,10.068
12.6,1,10.055
12.64,1,10.102
12.68,1,10.04
12.72,1,10.079
12.76,1,10.042
12.8,1,10.018
12.84,1,10.041
12.88,1,9.9191
12.92,1,9.9396
12.96,1,9.8281
13,1,9.8648
13.04,1,9.9395
13.08,1,9.8062
13.12,1,10.077
13.16,1,9.9646
13.2,1,9.9138
13.24,1,9.8712
13.28,1,9.8678
13.32,1,9.8361
13.36,1,9.8213
13.4,1,9.9323
13.44,1,9.9556
13.48,1,9.9281
13.52,1,9.9586
13.56,1,9.9065
13.6,1,9.8459
13.64,1,9.9181
13.68,1,9.8802
13.72,1,9.9004
13.76,1,9.9588
13.8,1,9.8519
13.84,1,9.9841
13.88,1,10.032
13.92,1,9.9754
13.96,1,9.906
14,1,9.9248
14.04,1,9.9582
14.08,1,9.9648
14.12,1,9.8848
14.16,1,9.8593
14.2,1,9.8802
14.24,1,9.8168
14.28,1,9.8185
14.32,1,9.7958
14.36,1,9.827
14.4,1,9.8503
14.44,1,9.9772
14.48,1,9.8255
14.52,0.91754,9.7235
14.56,0.88662,9.6545
14.6,0.80413,9.3791
14.64,0.7629,9.0065
14.68,0.75259,8.6763
14.72,0.69073,8.268
14.76,0.69073,7.9803
14.8,0.69073,7.7775
14.84,0.69073,7.5118
14.88,0.69073,7.4171
14.92,0.69073,7.4214
14.96,0.69073,7.3198
15,0.69073,7.3616
15.04,0.69073,7.3284
15.08,0.69073,7.4788
15.12,0.69073,7.6382
15.16,0.69073,7.548
15.2,0.79382,7.4723
15.24,1,7.6121
15.28,1,8.5344
15.32,1,9.4984
15.36,1,9.8784
15.4,1,10.008
15.44,1,10.083
15.48,1,10.145
15.52,1,10.217
15.56,1,10.227
15.6,1,10.405
15.64,1,10.424
15.68,1,10.339
15.72,1,10.24
15.76,1,10.269
15.8,1,10.293
15.84,1,10.291
15.88,1,10.234
15.92,1,10.213
15.96,1,10.094
16,1,10.17
16.04,0.95877,10.198
16.08,0.92785,10.109
16.12,0.92785,9.9637
16.16,0.92785,9.787
16.2,0.92785,9.7207
16.24,0.92785,9.8223
16.28,0.92785,9.8714
16.32,0.92785,9.8402
16.36,0.92785,9.8683
16.4,0.92785,9.7885
16.44,0.92785,9.9315
16.48,0.92785,9.8557
16.52,0.92785,9.8966
16.56,0.92785,9.8371
16.6,0.92785,9.927
16.64,0.92785,9.8654
16.68,0.92785,9.828
16.72,0.92785,9.9179
16.76,0.92785,9.7162
16.8,0.92785,9.7483
16.84,0.92785,9.7855
16.88,0.92785,9.8137
16.92,0.92785,9.749
16.96,0.92785,9.8397
17,0.92785,9.8074
17.04,0.92785,9.8834
17.08,0.92785,9.8173
17.12,0.92785,9.7723
17.16,0.92785,9.8101
17.2,0.92785,9.8561
17.24,0.92785,9.7717
17.28,0.92785,9.679
17.32,0.92785,9.6499
17.36,0.92785,9.6475
17.4,0.92785,9.6965
17.44,0.92785,9.7312
17.48,0.92785,9.6845
17.52,0.92785,9.8263
17.56,0.92785,9.8263
17.6,0.92785,9.7284
17.64,0.92785,9.6935
17.68,0.92785,9.8444
17.72,0.92785,9.9278
17.76,0.92785,9.8786
17.8,0.92785,9.8063
17.84,0.92785,9.8408
17.88,0.92785,9.9093
17.92,0.92785,9.887
17.96,0.92785,9.9396
18,0.92785,9.8565
18.04,0.92785,9.8722
18.08,0.92785,9.7566
18.12,0.92785,9.7566
18.16,0.92785,9.8015
18.2,0.92785,9.7613
18.24,0.92785,9.711
18.28,0.92785,9.7839
18.32,0.92785,9.7652
18.36,0.92785,9.8887
18.4,0.92785,9.6803
18.44,0.92785,9.7173
18.48,0.92785,9.7739
18.52,0.92785,9.7886
18.56,0.92785,9.7135
18.6,0.92785,9.8938
18.64,0.92785,9.846
18.68,0.92785,9.7849
18.72,0.92785,9.8864
18.76,0.92785,9.9249
18.8,0.92785,9.8713
18.84,0.92785,9.7672
18.88,0.92785,9.6558
18.92,0.92785,9.8576
18.96,0.92785,9.8245
19,0.92785,9.8934
19.04,0.92785,9.8498
19.08,0.92785,9.8037
19.12,0.92785,9.8625
19.16,0.92785,9.821
19.2,0.92785,9.9322
19.24,0.92785,9.8901
19.28,0.95877,9.8747
19.32,1,9.9834
19.36,1,9.9794
19.4,1,9.9742
19.44,1,10.124
19.48,1,10.189
19.52,1,10.097
19.56,1,10.106
19.6,1,10.204
19.64,1,10.269
19.68,1,10.478
19.72,1,10.365
19.76,1,10.451
19.8,1,10.345
19.84,1,10.309
19.88,1,10.382
19.92,1,10.399
19.96,1,10.286
20,1,10.352
20.04,1,10.37
20.08,1,10.267
20.12,1,10.241
20.16,1,10.091
20.2,1,10.066
20.24,1,9.9732
20.28,1,10.093
20.32,1,10.009
20.36,1,9.8278
20.4,1,9.973
20.44,1,9.7258
20.48,1,9.7699
20.52,1,9.5528
20.56,1,9.4591
20.6,1,9.2716
20.64,1,8.801
20.68,1,8.4517
20.72,1,7.9867
20.76,1,7.5159
20.8,1,7.4714
20.84,1,7.0546
20.88,1,6.9198
20.92,1,6.5238
20.96,1,-5.3164
21,1,5.6702
21.04,1,5.4406
21.08,1,4.6617
21.12,1,10.856
21.16,1,15.271
21.2,0.82476,3.4426
21.24,0.46391,4.8572
21.28,0.13401,5.9329
21.32,0.18555,5.6966
21.36,0,4.8799
21.4,-0.15467,5.1354
21.44,-0.46394,3.8403
21.48,-0.60829,6.6867
21.52,-0.88665,-0.74719
21.56,-1,1.1782
21.6,-1,10.53
21.64,-1,0.17107
21.68,-1,23.588
21.72,-1,23.588
21.76,-1,1.7755
21.8,-1,6.1051
21.84,-1,13.553
21.88,-1,7.7307
21.92,-1,7.7307
21.96,-1,9.6863
22,-1,9.6854
22.04,-1,10.045
22.08,-1,10.189
22.12,-1,10.46
22.16,-1,10.111
22.2,-1,10.003
22.24,-1,9.8939
22.28,-1,9.6671
22.32,-1,9.8822
22.36,-1,9.8706
22.4,-1,9.8874
22.44,-1,9.8128
22.48,-1,9.7445
22.52,-1,9.9199
22.56,-1,9.6856
22.6,-1,9.6797
22.64,-1,9.6806
22.68,-1,9.7915
22.72,-1,9.8263
22.76,-1,9.8719
22.8,-1,9.7882
22.84,-1,9.6559
22.88,-1,9.5776
22.92,-1,9.7792
22.96,-1,9.6391
23,-1,9.73
23.04,-1,10.487
23.08,-1,12.137
23.12,-1,9.2769
23.16,-1,9.1542
23.2,-1,10.972
23.24,-1,8.9196
23.28,-1,8.457
23.32,-1,6.8953
23.36,-1,7.7415
23.4,-1,8.3624
