53197,0.84431,-3.6956,0.012816,5.56
53197,0.85277,-3.6935,0.020289,5.6
54433,0.85654,-3.6921,0.023139,5.64
56907,0.87035,-3.6886,0.033798,5.68
58145,0.87869,-3.6857,0.039457,5.72
58145,0.89148,-3.6817,0.047408,5.76
58145,0.90196,-3.6778,0.053188,5.8
58145,0.91326,-3.6738,0.059355,5.84
58145,0.92435,-3.6695,0.06553,5.88
58145,0.93371,-3.6657,0.070971,5.92
60000,0.94498,-3.6613,0.077788,5.96
60000,0.95672,-3.6563,0.084858,6
60000,0.96795,-3.6517,0.092242,6.04
60000,0.97898,-3.6464,0.099658,6.08
60000,0.98785,-3.6419,0.10583,6.12
60000,0.99874,-3.6359,0.11383,6.16
60000,1.0093,-3.6301,0.12241,6.2
60000,1.0158,-3.6266,0.12804,6.24
60000,1.0314,-3.6183,0.14109,6.28
60000,1.0403,-3.6136,0.14856,6.32
60000,1.0496,-3.6094,0.15727,6.36
60000,1.0636,-3.6027,0.16982,6.4
60000,1.0709,-3.5995,0.17674,6.44
60000,1.085,-3.5932,0.19071,6.48
60000,1.0966,-3.5877,0.20227,6.52
60000,1.1082,-3.5823,0.21444,6.56
60000,1.1196,-3.5768,0.22707,6.6
60000,1.1289,-3.5724,0.23732,6.64
60000,1.1403,-3.567,0.25082,6.68
60000,1.1518,-3.5617,0.26503,6.72
60000,1.1632,-3.5567,0.27936,6.76
60000,1.1751,-3.5516,0.29425,6.8
60000,1.1867,-3.5467,0.30977,6.84
60000,1.1984,-3.5419,0.32555,6.88
60000,1.208,-3.5384,0.3391,6.92
60000,1.2197,-3.5337,0.35599,6.96
60000,1.2314,-3.5288,0.37289,7
60000,1.2407,-3.5255,0.38767,7.04
60000,1.2549,-3.5197,0.4095,7.08
60000,1.2639,-3.5157,0.4245,7.12
60000,1.2706,-3.5131,0.43569,7.16
60000,1.2858,-3.5061,0.46296,7.2
60000,1.2946,-3.5025,0.47907,7.24
60000,1.3073,-3.4967,0.50385,7.28
60000,1.3157,-3.4923,0.52006,7.32
60000,1.3198,-3.4901,0.52824,7.36
60000,1.3198,-3.4901,0.52824,7.4
60000,1.3198,-3.4901,0.52824,7.44
60000,1.3198,-3.4901,0.52824,7.48
60000,1.3198,-3.4901,0.52824,7.52
60000,1.3198,-3.4901,0.52824,7.56
60000,1.3198,-3.4901,0.52824,7.6
60000,1.3198,-3.4901,0.52824,7.64
60000,1.3198,-3.4901,0.52824,7.68
60000,1.3198,-3.4901,0.52824,7.72
60000,1.3198,-3.4901,0.52824,7.76
60000,1.4265,-3.4296,0.7931,7.8
60000,1.4337,-3.4242,0.81308,7.84
60000,1.443,-3.4176,0.83826,7.88
60000,1.4523,-3.4107,0.8638,7.92
60000,1.4617,-3.4034,0.88909,7.96
60000,1.4713,-3.3963,0.91448,8
60000,1.481,-3.3891,0.94004,8.04
60000,1.4887,-3.3834,0.96042,8.08
60000,1.4987,-3.3758,0.98587,8.12
60000,1.5088,-3.3687,1.0117,8.16
60000,1.5188,-3.3613,1.0371,8.2
60000,1.5271,-3.3553,1.0578,8.24
60000,1.5353,-3.3494,1.0782,8.28
60000,1.5477,-3.3399,1.1093,8.32
60000,1.5577,-3.3321,1.1357,8.36
60000,1.5617,-3.3287,1.1458,8.4
60000,1.5776,-3.3155,1.188,8.44
60000,1.5835,-3.3103,1.2039,8.48
60000,1.595,-3.3002,1.2361,8.52
60000,1.6026,-3.2928,1.2575,8.56
60000,1.6121,-3.2838,1.2841,8.6
60000,1.6121,-3.2838,1.2841,8.64
60000,1.6121,-3.2838,1.2841,8.68
60000,1.6387,-3.2594,1.361,8.72
60000,1.6504,-3.2495,1.3947,8.76
60000,1.6602,-3.2412,1.4231,8.8
60000,1.6702,-3.233,1.4519,8.84
60000,1.6797,-3.2245,1.4808,8.88
60000,1.6874,-3.218,1.5046,8.92
60000,1.6969,-3.2094,1.5339,8.96
60000,1.7063,-3.2014,1.5639,9
60000,1.7158,-3.1932,1.594,9.04
60000,1.7251,-3.1853,1.6247,9.08
60000,1.7327,-3.1788,1.6489,9.12
60000,1.7423,-3.1709,1.68,9.16
60000,1.75,-3.1645,1.705,9.2
60000,1.7616,-3.1548,1.7426,9.24
60000,1.7714,-3.147,1.7741,9.28
60000,1.7788,-3.1405,1.7997,9.32
60000,1.7882,-3.1327,1.8317,9.36
60000,1.7956,-3.1263,1.8576,9.4
60000,1.8047,-3.1182,1.8899,9.44
60000,1.8158,-3.1087,1.9298,9.48
60000,1.8229,-3.102,1.9566,9.52
60000,1.8315,-3.0936,1.9902,9.56
60000,1.8402,-3.0849,2.0242,9.6
60000,1.847,-3.0779,2.0518,9.64
60000,1.852,-3.0724,2.0724,9.68
60000,1.8633,-3.0593,2.1208,9.72
60000,1.8698,-3.0519,2.1489,9.76
60000,1.8792,-3.04,2.1908,9.8
60000,1.8869,-3.0301,2.2262,9.84
60000,1.893,-3.0222,2.2549,9.88
60000,1.9008,-3.0127,2.2908,9.92
56290,1.9083,-3.0028,2.3268,9.96
51341,1.9158,-2.9934,2.3631,10
48248,1.9232,-2.9838,2.3993,10.04
43300,1.9292,-2.9765,2.4282,10.08
35258,1.9366,-2.9669,2.4636,10.12
26599,1.9437,-2.9575,2.4968,10.16
19794,1.9508,-2.9478,2.5267,10.2
13607,1.9538,-2.9441,2.5375,10.24
10514,1.9648,-2.9287,2.5692,10.28
9897.2,1.9704,-2.9207,2.5771,10.32
9897.2,1.9773,-2.9108,2.578,10.36
9897.2,1.9787,-2.9091,2.577,10.4
9897.2,1.9866,-2.897,2.5608,10.44
9897.2,1.9933,-2.8871,2.5341,10.48
10514,2.0024,-2.873,2.4754,10.52
19175,2.0089,-2.8627,2.4178,10.56
30927,2.0152,-2.8526,2.3471,10.6
49486,2.0216,-2.8422,2.2632,10.64
56907,2.0272,-2.8337,2.1874,10.68
57526,2.0343,-2.8235,2.0833,10.72
60000,2.0405,-2.8148,1.9953,10.76
60000,2.0518,-2.8017,1.8581,10.8
60000,2.0622,-2.7899,1.7404,10.84
60000,2.0719,-2.7757,1.6189,10.88
60000,2.0789,-2.7631,1.5179,10.92
60000,2.087,-2.7456,1.3863,10.96
60000,2.0945,-2.7286,1.2495,11
60000,2.1023,-2.7123,1.1077,11.04
60000,2.1124,-2.6981,0.96018,11.08
60000,2.1232,-2.6893,0.83755,11.12
60000,2.1338,-2.6848,0.7418,11.16
60000,2.1676,-2.6814,0.50413,11.2
60000,2.2032,-2.6884,0.31998,11.24
60000,2.2197,-2.6925,0.24292,11.28
